p1	p2	gcov_int	gencov	envcov	envvarp1	envvarp2
bm8m	bm8m	1.0106	0.134	0.8766	0.8766	0.8766
bm8m	ch1m	0.0034	-0.0258	0.0292	0.8766	0.7605
bm8m	ch4m	-3e-04	0.0101	-0.0104	0.8766	0.7866
bm8m	ch5m	-0.0051	0.0294	-0.0345	0.8766	0.8595
bm8m	ch6m	-0.0027	0.0107	-0.0134	0.8766	0.831
bm8m	l1m	-0.0044	-0.0013	-0.0031	0.8766	0.9945
bm8m	l2m	-0.002	0.0024	-0.0044	0.8766	1.0098
bm8m	l3m	-9e-04	0.003	-0.0039	0.8766	1.0446
bm8m	l4m	0.0056	0.0024	0.0032	0.8766	0.9708
bm8m	l5m	-0.0045	0.0063	-0.0108	0.8766	1.0113
bm8m	r10m	-0.0016	-0.002	4e-04	0.8766	0.9353
bm8m	r4m	0.0059	-0.0042	0.0101	0.8766	0.9782
bm8m	r5m	0.0027	-0.0254	0.0281	0.8766	0.5851
bm8m	r8m	-0.0027	-0.014	0.0113	0.8766	0.9367
bm8m	r9m	-0.0064	0.0078	-0.0142	0.8766	0.7313
ch1f	ch1f	0.9982	0.2835	0.7147	0.7147	0.7147
ch1f	ch4f	0.1158	0.0956	0.0202	0.7147	0.8515
ch1f	ch5f	0.3389	0.2878	0.0511	0.7147	0.7707
ch1f	ch6f	0.4458	0.2306	0.2152	0.7147	0.8691
ch1f	l1f	0.0011	0.0418	-0.0407	0.7147	1.0094
ch1f	l2f	0.0035	-0.0133	0.0168	0.7147	1.0064
ch1f	l3f	9e-04	-5e-04	0.0014	0.7147	1.0446
ch1f	l4f	-0.0025	-0.0304	0.0279	0.7147	0.993
ch1f	l5f	-0.0012	-0.0171	0.0159	0.7147	1.0148
ch1f	r10f	-0.0058	0.0273	-0.0331	0.7147	0.8414
ch1f	r4f	0.0093	-0.0297	0.039	0.7147	0.9251
ch1f	r5f	-0.0024	0.0468	-0.0492	0.7147	0.7584
ch1f	r8f	-0.0015	0.0059	-0.0074	0.7147	0.9445
ch1f	r9f	0.0093	-0.049	0.0583	0.7147	0.7273
ch1m	ch1f	0.0136	0.2592	-0.2456	0.7605	0.7147
ch1m	ch1m	0.9998	0.2393	0.7605	0.7605	0.7605
ch1m	ch4m	0.1667	-0.045	0.2117	0.7605	0.7866
ch1m	ch5m	0.3534	0.2387	0.1147	0.7605	0.8595
ch1m	ch6m	0.5448	0.2246	0.3202	0.7605	0.831
ch1m	l1m	0.0127	0.0165	-0.0038	0.7605	0.9945
ch1m	l2m	-0.003	-0.0088	0.0058	0.7605	1.0098
ch1m	l3m	-0.0035	-0.0024	-0.0011	0.7605	1.0446
ch1m	l4m	-0.0121	-0.0081	-0.004	0.7605	0.9708
ch1m	l5m	-0.0011	-0.0109	0.0098	0.7605	1.0113
ch1m	r10m	-0.0012	0.0121	-0.0133	0.7605	0.9353
ch1m	r4m	-0.0011	-0.0053	0.0042	0.7605	0.9782
ch1m	r5m	0.0089	-0.0032	0.0121	0.7605	0.5851
ch1m	r8m	-0.0035	-0.0072	0.0037	0.7605	0.9367
ch1m	r9m	0.0028	-0.0375	0.0403	0.7605	0.7313
ch4f	ch4f	0.9972	0.1457	0.8515	0.8515	0.8515
ch4f	ch5f	0.1814	0.0788	0.1026	0.8515	0.7707
ch4f	ch6f	0.138	0.0356	0.1024	0.8515	0.8691
ch4f	l1f	-0.0016	0.0208	-0.0224	0.8515	1.0094
ch4f	l2f	-0.0033	7e-04	-0.004	0.8515	1.0064
ch4f	l3f	-0.0019	0.0029	-0.0048	0.8515	1.0446
ch4f	l4f	0.0043	-0.0197	0.024	0.8515	0.993
ch4f	l5f	-0.001	-0.0063	0.0053	0.8515	1.0148
ch4f	r10f	0.0086	-0.044	0.0526	0.8515	0.8414
ch4f	r4f	0.0031	-0.03	0.0331	0.8515	0.9251
ch4f	r5f	-0.003	-0.0355	0.0325	0.8515	0.7584
ch4f	r8f	0.0013	0.0096	-0.0083	0.8515	0.9445
ch4f	r9f	0.0073	-0.0354	0.0427	0.8515	0.7273
ch4m	ch4f	0.2024	0.1573	0.0451	0.7866	0.8515
ch4m	ch4m	0.9967	0.2101	0.7866	0.7866	0.7866
ch4m	ch5m	0.1833	0.0206	0.1627	0.7866	0.8595
ch4m	ch6m	0.1533	3.0398e-05	0.153269602	0.7866	0.831
ch4m	l1m	0.0083	0.0134	-0.0051	0.7866	0.9945
ch4m	l2m	-0.0105	0.0108	-0.0213	0.7866	1.0098
ch4m	l3m	-0.0068	0.0072	-0.014	0.7866	1.0446
ch4m	l4m	-0.0014	-0.0225	0.0211	0.7866	0.9708
ch4m	l5m	-0.0052	0.0027	-0.0079	0.7866	1.0113
ch4m	r10m	0.0026	-0.0286	0.0312	0.7866	0.9353
ch4m	r4m	-0.0041	-0.0144	0.0103	0.7866	0.9782
ch4m	r5m	-0.0102	-0.0323	0.0221	0.7866	0.5851
ch4m	r8m	-0.0071	0.005	-0.0121	0.7866	0.9367
ch4m	r9m	8e-04	0.0192	-0.0184	0.7866	0.7313
ch5f	ch5f	0.9941	0.2234	0.7707	0.7707	0.7707
ch5f	ch6f	0.2342	0.2086	0.0256	0.7707	0.8691
ch5f	l1f	-0.0042	0.0305	-0.0347	0.7707	1.0094
ch5f	l2f	0.0085	-0.0218	0.0303	0.7707	1.0064
ch5f	l3f	0.0086	-0.0152	0.0238	0.7707	1.0446
ch5f	l4f	-0.007	-0.0171	0.0101	0.7707	0.993
ch5f	l5f	0.0059	-0.0272	0.0331	0.7707	1.0148
ch5f	r10f	-1e-04	-0.0092	0.0091	0.7707	0.8414
ch5f	r4f	7.6722e-05	-0.0121	0.012176722	0.7707	0.9251
ch5f	r5f	-0.0101	0.0313	-0.0414	0.7707	0.7584
ch5f	r8f	0.003	-0.0019	0.0049	0.7707	0.9445
ch5f	r9f	0.0136	-0.0725	0.0861	0.7707	0.7273
ch5m	ch5f	0.0136	0.2041	-0.1905	0.8595	0.7707
ch5m	ch5m	1.0055	0.146	0.8595	0.8595	0.8595
ch5m	ch6m	0.2827	0.1778	0.1049	0.8595	0.831
ch5m	l1m	0.0083	0.0268	-0.0185	0.8595	0.9945
ch5m	l2m	-0.0032	-0.0014	-0.0018	0.8595	1.0098
ch5m	l3m	-0.0017	-4e-04	-0.0013	0.8595	1.0446
ch5m	l4m	-0.0105	-0.0189	0.0084	0.8595	0.9708
ch5m	l5m	0.0044	-0.0143	0.0187	0.8595	1.0113
ch5m	r10m	0.0024	-0.0236	0.026	0.8595	0.9353
ch5m	r4m	-0.0066	-0.0075	9e-04	0.8595	0.9782
ch5m	r5m	-0.001	0.0029	-0.0039	0.8595	0.5851
ch5m	r8m	-0.0046	-0.0069	0.0023	0.8595	0.9367
ch5m	r9m	-0.001	0.0078	-0.0088	0.8595	0.7313
ch6f	ch6f	1.0029	0.1338	0.8691	0.8691	0.8691
ch6f	l1f	0.0022	0.032	-0.0298	0.8691	1.0094
ch6f	l2f	0.0094	-0.0168	0.0262	0.8691	1.0064
ch6f	l3f	0.0106	-0.0085	0.0191	0.8691	1.0446
ch6f	l4f	-4e-04	-0.0239	0.0235	0.8691	0.993
ch6f	l5f	0.0073	-0.0201	0.0274	0.8691	1.0148
ch6f	r10f	-0.006	0.0112	-0.0172	0.8691	0.8414
ch6f	r4f	0.0054	-0.0244	0.0298	0.8691	0.9251
ch6f	r5f	0.0091	6e-04	0.0085	0.8691	0.7584
ch6f	r8f	1e-04	0.0096	-0.0095	0.8691	0.9445
ch6f	r9f	0.0109	-0.0462	0.0571	0.8691	0.7273
ch6m	ch6f	0.1523	0.1523	0	0.831	0.8691
ch6m	ch6m	0.9893	0.1583	0.831	0.831	0.831
ch6m	l1m	0.0144	0.0149	-5e-04	0.831	0.9945
ch6m	l2m	-8e-04	-0.0023	0.0015	0.831	1.0098
ch6m	l3m	0.0019	-0.0026	0.0045	0.831	1.0446
ch6m	l4m	-0.0073	-0.0148	0.0075	0.831	0.9708
ch6m	l5m	0.0013	-0.0067	0.008	0.831	1.0113
ch6m	r10m	-0.0024	0.0013	-0.0037	0.831	0.9353
ch6m	r4m	-0.0023	-0.014	0.0117	0.831	0.9782
ch6m	r5m	0.0035	-0.024	0.0275	0.831	0.5851
ch6m	r8m	0.0018	-0.0211	0.0229	0.831	0.9367
ch6m	r9m	-0.0075	0.0147	-0.0222	0.831	0.7313
l1f	l1f	1.1098	0.1004	1.0094	1.0094	1.0094
l1f	l2f	-0.1108	-0.009	-0.1018	1.0094	1.0064
l1f	l3f	0.1753	0.0128	0.1625	1.0094	1.0446
l1f	l4f	-0.4973	-0.0648	-0.4325	1.0094	0.993
l1f	l5f	-0.2124	-0.0233	-0.1891	1.0094	1.0148
l1f	r10f	-0.0023	-0.0173	0.015	1.0094	0.8414
l1f	r4f	-0.0249	-0.0124	-0.0125	1.0094	0.9251
l1f	r5f	-0.003	0.013	-0.016	1.0094	0.7584
l1f	r8f	-0.0071	0.002	-0.0091	1.0094	0.9445
l1f	r9f	-0.0011	-0.02	0.0189	1.0094	0.7273
l1m	l1f	0.2185	0.0869	0.1316	0.9945	1.0094
l1m	l1m	1.0823	0.0878	0.9945	0.9945	0.9945
l1m	l2m	0.0078	0.0111	-0.0033	0.9945	1.0098
l1m	l3m	0.1521	0.0169	0.1352	0.9945	1.0446
l1m	l4m	-0.5185	-0.0549	-0.4636	0.9945	0.9708
l1m	l5m	-0.0898	-0.0086	-0.0812	0.9945	1.0113
l1m	r10m	-0.012	-0.006	-0.006	0.9945	0.9353
l1m	r4m	-0.0042	-0.0126	0.0084	0.9945	0.9782
l1m	r5m	-0.0125	0.0082	-0.0207	0.9945	0.5851
l1m	r8m	9e-04	-0.0031	0.004	0.9945	0.9367
l1m	r9m	-0.0074	-0.0125	0.0051	0.9945	0.7313
l2f	l2f	1.0735	0.0671	1.0064	1.0064	1.0064
l2f	l3f	0.9481	0.0607	0.8874	1.0064	1.0446
l2f	l4f	0.3506	0.0275	0.3231	1.0064	0.993
l2f	l5f	0.9071	0.0664	0.8407	1.0064	1.0148
l2f	r10f	-0.01	0.005	-0.015	1.0064	0.8414
l2f	r4f	0.0147	0.0046	0.0101	1.0064	0.9251
l2f	r5f	-0.008	-4e-04	-0.0076	1.0064	0.7584
l2f	r8f	-0.0091	6e-04	-0.0097	1.0064	0.9445
l2f	r9f	0.0131	-0.0086	0.0217	1.0064	0.7273
l2m	l2f	0.1644	0.0533	0.1111	1.0098	1.0064
l2m	l2m	1.0644	0.0546	1.0098	1.0098	1.0098
l2m	l3m	0.9486	0.0517	0.8969	1.0098	1.0446
l2m	l4m	0.2438	0.0081	0.2357	1.0098	0.9708
l2m	l5m	0.751	0.0503	0.7007	1.0098	1.0113
l2m	r10m	0.0028	0.0048	-0.002	1.0098	0.9353
l2m	r4m	-0.0049	0.003	-0.0079	1.0098	0.9782
l2m	r5m	-0.004	0.0101	-0.0141	1.0098	0.5851
l2m	r8m	0.017	0.0013	0.0157	1.0098	0.9367
l2m	r9m	0.0048	0.0041	0.000699999999999999	1.0098	0.7313
l3f	l3f	1.1126	0.068	1.0446	1.0446	1.0446
l3f	l4f	0.3777	0.0215	0.3562	1.0446	0.993
l3f	l5f	0.9099	0.0603	0.8496	1.0446	1.0148
l3f	r10f	-0.0119	0.0038	-0.0157	1.0446	0.8414
l3f	r4f	0.0069	0.0037	0.0032	1.0446	0.9251
l3f	r5f	-0.0098	0.0031	-0.0129	1.0446	0.7584
l3f	r8f	-0.0038	2e-04	-0.004	1.0446	0.9445
l3f	r9f	0.0155	-0.0147	0.0302	1.0446	0.7273
l3m	l3f	0.1993	0.0585	0.1408	1.0446	1.0446
l3m	l3m	1.1038	0.0592	1.0446	1.0446	1.0446
l3m	l4m	0.3828	0.0158	0.367	1.0446	0.9708
l3m	l5m	0.8056	0.0523	0.7533	1.0446	1.0113
l3m	r10m	0.0023	0.0063	-0.004	1.0446	0.9353
l3m	r4m	-0.0038	0.0035	-0.0073	1.0446	0.9782
l3m	r5m	0.0023	0.0094	-0.0071	1.0446	0.5851
l3m	r8m	0.017	0.0028	0.0142	1.0446	0.9367
l3m	r9m	9e-04	0.0031	-0.0022	1.0446	0.7313
l4f	l4f	1.0835	0.0905	0.993	0.993	0.993
l4f	l5f	0.506	0.0461	0.4599	0.993	1.0148
l4f	r10f	-0.0029	0.0189	-0.0218	0.993	0.8414
l4f	r4f	0.0244	0.0147	0.0097	0.993	0.9251
l4f	r5f	-0.0035	-0.0085	0.005	0.993	0.7584
l4f	r8f	0.0017	-6e-04	0.0023	0.993	0.9445
l4f	r9f	0.0089	-0.0026	0.0115	0.993	0.7273
l4m	l4f	0.1789	0.0796	0.0993	0.9708	0.993
l4m	l4m	1.0499	0.0791	0.9708	0.9708	0.9708
l4m	l5m	0.4096	0.0336	0.376	0.9708	1.0113
l4m	r10m	0.0118	0.011	8e-04	0.9708	0.9353
l4m	r4m	0.0066	0.0138	-0.0072	0.9708	0.9782
l4m	r5m	0.0094	-0.0019	0.0113	0.9708	0.5851
l4m	r8m	0.0121	0.0047	0.0074	0.9708	0.9367
l4m	r9m	0.0037	0.0094	-0.0057	0.9708	0.7313
l5f	l5f	1.0898	0.075	1.0148	1.0148	1.0148
l5f	r10f	-0.0068	0.007	-0.0138	1.0148	0.8414
l5f	r4f	0.0148	0.0087	0.0061	1.0148	0.9251
l5f	r5f	-0.0095	-0.0022	-0.0073	1.0148	0.7584
l5f	r8f	-0.0053	2e-04	-0.0055	1.0148	0.9445
l5f	r9f	0.0134	-0.0103	0.0237	1.0148	0.7273
l5m	l5f	0.153	0.0669	0.0861	1.0113	1.0148
l5m	l5m	1.0765	0.0652	1.0113	1.0113	1.0113
l5m	r10m	0.0079	-0.0011	0.009	1.0113	0.9353
l5m	r4m	-0.0025	0.0047	-0.0072	1.0113	0.9782
l5m	r5m	0.0028	-0.0029	0.0057	1.0113	0.5851
l5m	r8m	0.0124	0.0027	0.0097	1.0113	0.9367
l5m	r9m	0.0097	0.0082	0.0015	1.0113	0.7313
r10f	r10f	0.9685	0.1271	0.8414	0.8414	0.8414
r10f	r4f	0.0016	0.0674	-0.0658	0.8414	0.9251
r10f	r5f	0.0613	0.072	-0.0107	0.8414	0.7584
r10f	r8f	-0.001	0.0165	-0.0175	0.8414	0.9445
r10f	r9f	5e-04	-0.01	0.0105	0.8414	0.7273
r10m	r10f	0.0079	0.0854	-0.0775	0.9353	0.8414
r10m	r10m	1.0002	0.0649	0.9353	0.9353	0.9353
r10m	r4m	0.0017	0.0461	-0.0444	0.9353	0.9782
r10m	r5m	0.0537	0.0904	-0.0367	0.9353	0.5851
r10m	r8m	0.0014	0.0081	-0.0067	0.9353	0.9367
r10m	r9m	2e-04	0.0052	-0.005	0.9353	0.7313
r4f	r4f	0.9991	0.074	0.9251	0.9251	0.9251
r4f	r5f	0.0053	0.0671	-0.0618	0.9251	0.7584
r4f	r8f	0.0348	0.0186	0.0162	0.9251	0.9445
r4f	r9f	0.0057	0.001	0.0047	0.9251	0.7273
r4m	r4f	1.6531e-05	0.0522	-0.052183469	0.9782	0.9251
r4m	r4m	1.0185	0.0403	0.9782	0.9782	0.9782
r4m	r5m	1e-04	0.0476	-0.0475	0.9782	0.5851
r4m	r8m	0.026	0.0158	0.0102	0.9782	0.9367
r4m	r9m	0.0042	0.0082	-0.004	0.9782	0.7313
r5f	r5f	1.0586	0.3002	0.7584	0.7584	0.7584
r5f	r8f	0.003	0.0459	-0.0429	0.7584	0.9445
r5f	r9f	0.0029	-0.0121	0.015	0.7584	0.7273
r5m	r5f	0.0351	0.354	-0.3189	0.5851	0.7584
r5m	r5m	1.0069	0.4218	0.5851	0.5851	0.5851
r5m	r8m	0.012	0.0271	-0.0151	0.5851	0.9367
r5m	r9m	-0.0065	0.0342	-0.0407	0.5851	0.7313
r8f	r8f	0.9992	0.0547	0.9445	0.9445	0.9445
r8f	r9f	-0.0011	0.0158	-0.0169	0.9445	0.7273
r8m	r8f	0.0063	0.0493	-0.043	0.9367	0.9445
r8m	r8m	1.0045	0.0678	0.9367	0.9367	0.9367
r8m	r9m	0.0088	0.0177	-0.0089	0.9367	0.7313
r9f	r9f	1.0093	0.282	0.7273	0.7273	0.7273
r9m	r9f	-3e-04	0.2505	-0.2508	0.7313	0.7273
r9m	r9m	0.9935	0.2622	0.7313	0.7313	0.7313
